,ABV,FG,IBU,OG,SRM,boil_time,boil_time_units,extras,fermentables,hops,link,meets_guidelines,name,style,volume,volume_units,yeast
341,0.05,1.014,49,1.052,6,60,min,"{0: {'amount': 0.0352739619495804, 'amount_unit': 'oz', 'name': 'Whirlfloc Tablet', 'time': '15.0\nmin', 'use': 'Boil', 'generic': True}}","{0: {'amount': 4.0, 'amount_unit': 'kg', 'name': 'Pilsner (US)', 'maltster': 'Rahr', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 0.5, 'amount_unit': 'kg', 'name': 'Caraamber', 'maltster': 'Any', 'use': 'Mash', 'PPG': 35, 'color': 30, 'color_unit': '°L', 'generic': False}}","{0: {'amount': 10.0, 'amount_unit': 'g', 'name': 'Simcoe (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13, 'generic': True}, 1: {'amount': 5.0, 'amount_unit': 'g', 'name': 'Warrior (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.15, 'generic': True}, 2: {'amount': 10.0, 'amount_unit': 'g', 'name': 'Warrior (US)', 'time': 45, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.15, 'generic': True}, 3: {'amount': 10.0, 'amount_unit': 'g', 'name': 'Warrior (US)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.15, 'generic': True}, 4: {'amount': 10.0, 'amount_unit': 'g', 'name': 'Amarillo (US)', 'time': 1, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.085, 'generic': True}}",http://www.brewtoad.com/recipes/sangrenta-apa-2011-08-11-version,0,Sangrenta APA (2011-08-11 version),American Pale Ale,20.0,L,"{0: {'name': 'Safale US-05', 'yeast_lab': 'Fermentis US-05', 'yeast_attenuation': 0.73}}"
342,0.055999999999999994,1.014,54,1.057,5,90,min,"{0: {'amount': 1.0, 'amount_unit': 'tsp', 'name': 'Irish Moss', 'time': '15.0\nmin', 'use': 'Boil', 'generic': True}}","{0: {'amount': 4.68, 'amount_unit': 'kg', 'name': '2-Row Brewers Malt', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': False}, 1: {'amount': 0.23, 'amount_unit': 'kg', 'name': 'Carapils (Dextrine Malt) (US)', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 1, 'color_unit': '°L', 'generic': True}, 2: {'amount': 0.11, 'amount_unit': 'kg', 'name': 'Caramel/Crystal 60L (US)', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 60, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 28.35, 'amount_unit': 'g', 'name': 'Nugget (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13, 'generic': True}, 1: {'amount': 14.17, 'amount_unit': 'g', 'name': 'Perle (US)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.08, 'generic': True}, 2: {'amount': 28.35, 'amount_unit': 'g', 'name': 'Cascade (NZ)', 'time': 1, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.055, 'generic': True}, 3: {'amount': 14.17, 'amount_unit': 'g', 'name': 'Cascade (NZ)', 'time': 7, 'use': 'Dry Hop', 'form': 'Pellet', 'alpha': 0.055, 'generic': True}}",http://www.brewtoad.com/recipes/sierra-nevada-pale-ale-clone-21,0,Sierra Nevada Pale Ale clone,American Pale Ale,18.93,L,"{0: {'name': 'American Ale II', 'yeast_lab': 'Wyeast 1272', 'yeast_attenuation': 0.75}}"
343,0.077,1.017,77,1.076,10,60,min,0,"{0: {'amount': 11.25, 'amount_unit': 'lb', 'name': '2-Row (US)', 'maltster': 'Rahr', 'use': 'Mash', 'PPG': 38, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 2.75, 'amount_unit': 'lb', 'name': 'Rye', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 3, 'color_unit': '°L', 'generic': False}, 2: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Breiss Organic Crystal 60L', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 60, 'color_unit': '°L', 'generic': False}, 3: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Rahr White Wheat Malt', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 5, 'color_unit': '°L', 'generic': False}, 4: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Carapils (Dextrine Malt) (US)', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 1, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Mount Hood (US)', 'time': 60, 'use': 'First Wort', 'form': 'Pellet', 'alpha': 0.06, 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Columbus (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.154, 'generic': True}, 2: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Mount Hood (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.06, 'generic': True}, 3: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Mount Hood (US)', 'time': 1, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.06, 'generic': True}, 4: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Columbus (US)', 'time': 7, 'use': 'Dry Hop', 'form': 'Pellet', 'alpha': 0.154, 'generic': True}}",http://www.brewtoad.com/recipes/nb-dennys-rye-smile,0,NB Dennys Rye Smile,American IPA,5.0,gal,"{0: {'name': ""Denny's Favorite 50"", 'yeast_lab': 'Wyeast 1450', 'yeast_attenuation': 0.77}}"
344,0.052000000000000005,1.01,60,1.05,6,90,min,"{0: {'amount': 1.0, 'amount_unit': 'each', 'name': 'Whirlfloc Tablet', 'time': '15.0\nmin', 'use': 'Boil', 'generic': True}}","{0: {'amount': 8.75, 'amount_unit': 'lb', 'name': 'Pilsner (US)', 'maltster': 'Rahr', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 4.0, 'amount_unit': 'lb', 'name': 'Munich (UK)', 'maltster': ""Simpson's"", 'use': 'Mash', 'PPG': 35, 'color': 7, 'color_unit': '°L', 'generic': True}, 2: {'amount': 2.0, 'amount_unit': 'lb', 'name': 'Wheat Malt, German', 'maltster': 'Any', 'use': 'Mash', 'PPG': 39, 'color': 2, 'color_unit': '°L', 'generic': False}, 3: {'amount': 1.5, 'amount_unit': 'lb', 'name': 'Vienna Malt', 'maltster': ""Simpson's"", 'use': 'Mash', 'PPG': 36, 'color': 3, 'color_unit': '°L', 'generic': False}, 4: {'amount': 1.5, 'amount_unit': 'lb', 'name': 'Aromatic (BE)', 'maltster': 'Castle', 'use': 'Mash', 'PPG': 35, 'color': 19, 'color_unit': '°L', 'generic': True}, 5: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Acidulated Malt (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 33, 'color': 2, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'Sorachi Ace (JP)', 'time': 90, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.11599999999999999, 'generic': True}, 1: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'Styrian Golding (SI)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.038, 'generic': True}, 2: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Czech Saaz', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.05, 'generic': True}, 3: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Sorachi Ace (JP)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13699999999999998, 'generic': True}}",http://www.brewtoad.com/recipes/broken-down,0,Broken Down,Saison,10.01,gal,"{0: {'name': 'French Saison', 'yeast_lab': 'Wyeast 3711', 'yeast_attenuation': 0.81}}"
345,0.071,1.018,38,1.072,51,60,min,"{0: {'amount': 1.0, 'amount_unit': 'tsp', 'name': 'Whirlfloc Tablet', 'time': '15.0\nmin', 'use': 'Boil', 'generic': True}}","{0: {'amount': 9.0, 'amount_unit': 'lb', 'name': 'Munich (UK)', 'maltster': ""Simpson's"", 'use': 'Mash', 'PPG': 35, 'color': 7, 'color_unit': '°L', 'generic': True}, 1: {'amount': 5.0, 'amount_unit': 'lb', 'name': '2-Row Brewers Malt', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': False}, 2: {'amount': 1.5, 'amount_unit': 'lb', 'name': 'Pale Chocolate (UK)', 'maltster': 'Thomas Fawcett & Sons', 'use': 'Mash', 'PPG': 32, 'color': 197, 'color_unit': '°L', 'generic': True}, 3: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Flaked Barley', 'maltster': 'Any', 'use': 'Mash', 'PPG': 32, 'color': 1, 'color_unit': '°L', 'generic': True}, 4: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Special B (BE)', 'maltster': 'Castle', 'use': 'Mash', 'PPG': 35, 'color': 112, 'color_unit': '°L', 'generic': True}, 5: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Roasted Barley (US)', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 33, 'color': 300, 'color_unit': '°L', 'generic': True}, 6: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Carafa II (DE)', 'maltster': 'Weyermann®', 'use': 'Mash', 'PPG': 32, 'color': 431, 'color_unit': '°L', 'generic': True}, 7: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Chocolate (UK)', 'maltster': 'Bairds', 'use': 'Mash', 'PPG': 32, 'color': 475, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Nugget (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13, 'generic': True}, 1: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Centennial (US)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.085, 'generic': True}, 2: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Centennial (US)', 'time': 1, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.085, 'generic': True}}",http://www.brewtoad.com/recipes/ethans-stout-2011-dec,0,Ethan's Stout (2011-Dec),American Stout,6.0,gal,"{0: {'name': 'American Ale II', 'yeast_lab': 'Wyeast 1272', 'yeast_attenuation': 0.75}}"
346,0.092,1.03,66,1.1,10,180,min,0,"{0: {'amount': 2.5, 'amount_unit': 'kg', 'name': 'Maris Otter Pale (UK)', 'maltster': 'Crisp', 'use': 'Mash', 'PPG': 38, 'color': 3, 'color_unit': '°L', 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'kg', 'name': 'Dry Malt Extract - Light', 'maltster': 'Any', 'use': 'Boil', 'PPG': 42, 'color': 4, 'color_unit': '°L', 'generic': False}, 2: {'amount': 200.0, 'amount_unit': 'g', 'name': 'Honey ', 'maltster': 'Any', 'use': 'Boil', 'PPG': 35, 'color': 1, 'color_unit': '°L', 'generic': True}, 3: {'amount': 200.0, 'amount_unit': 'g', 'name': 'Brown Sugar', 'maltster': 'Any', 'use': 'Boil', 'PPG': 46, 'color': 50, 'color_unit': '°L', 'generic': True}, 4: {'amount': 100.0, 'amount_unit': 'g', 'name': 'Pale Wheat (DE)', 'maltster': 'Weyermann®', 'use': 'Mash', 'PPG': 39, 'color': 1, 'color_unit': '°L', 'generic': True}, 5: {'amount': 50.0, 'amount_unit': 'g', 'name': 'Sucrose (Table Sugar)', 'maltster': 'Any', 'use': 'Boil', 'PPG': 47, 'color': 1, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 20.0, 'amount_unit': 'g', 'name': 'Warrior (US)', 'time': 90, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.16, 'generic': True}, 1: {'amount': 30.0, 'amount_unit': 'g', 'name': ""Falconer's Flight (US)"", 'time': 0, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.105, 'generic': True}, 2: {'amount': 40.0, 'amount_unit': 'g', 'name': ""Falconer's Flight (US)"", 'time': 5, 'use': 'Dry Hop', 'form': 'Pellet', 'alpha': 0.105, 'generic': True}}",http://www.brewtoad.com/recipes/tempest-v2,0,Tempest v2,Imperial IPA,10.0,L,"{0: {'name': 'Safale US-05', 'yeast_lab': 'Fermentis US-05', 'yeast_attenuation': 0.7}}"
347,0.051,1.013,22,1.052,3,90,min,"{0: {'amount': 0.1, 'amount_unit': 'oz', 'name': 'Irish Moss', 'time': '15.0\nmin', 'use': 'Boil', 'generic': True}}","{0: {'amount': 9.0, 'amount_unit': 'lb', 'name': 'Pilsner (DE)', 'maltster': 'Weyermann®', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'German Munich 5L', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 5, 'color_unit': '°L', 'generic': False}, 2: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Carapils (Dextrine Malt) (US)', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 0, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 1.5, 'amount_unit': 'oz', 'name': 'Spalt (DE)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.035, 'generic': True}, 1: {'amount': 0.25, 'amount_unit': 'oz', 'name': 'Czech Saaz', 'time': 20, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.05, 'generic': True}}",http://www.brewtoad.com/recipes/here-comes-the-sun-1,0,Here Comes the Sun,Kölsch,5.0,gal,"{0: {'name': 'Kolsch (2565)', 'yeast_lab': '', 'yeast_attenuation': 0.75}}"
348,0.073,1.018,165,1.074,6,90,min,"{0: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Whirlfloc Tablet', 'time': '15.0\nmin', 'use': 'Boil', 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Irish Moss', 'time': '15.0\nmin', 'use': 'Boil', 'generic': True}}","{0: {'amount': 16.0, 'amount_unit': 'lb', 'name': '2-Row Brewers Malt', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': False}, 1: {'amount': 0.87, 'amount_unit': 'lb', 'name': 'Dextrose (Corn Sugar)', 'maltster': 'Any', 'use': 'Boil', 'PPG': 46, 'color': 0, 'color_unit': '°L', 'generic': True}, 2: {'amount': 0.75, 'amount_unit': 'lb', 'name': 'Crystal 45', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 45, 'color_unit': '°L', 'generic': False}, 3: {'amount': 0.75, 'amount_unit': 'lb', 'name': 'Carapils (Dextrine Malt) (US)', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 0, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 3.5, 'amount_unit': 'oz', 'name': 'Columbus (US)', 'time': 90, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.139, 'generic': True}, 1: {'amount': 0.75, 'amount_unit': 'oz', 'name': 'Columbus (US)', 'time': 45, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.139, 'generic': True}, 2: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Yakima Magnum', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13, 'generic': True}, 3: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Citra (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.139, 'generic': True}, 4: {'amount': 1.5, 'amount_unit': 'oz', 'name': 'Yakima Magnum', 'time': 1, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13, 'generic': True}, 5: {'amount': 1.25, 'amount_unit': 'oz', 'name': 'Citra (US)', 'time': 1, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.139, 'generic': True}, 6: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Centennial (US)', 'time': 1, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.08, 'generic': True}, 7: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Centennial (US)', 'time': 12, 'use': 'Dry Hop', 'form': 'Pellet', 'alpha': 0.08, 'generic': True}, 8: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Columbus (US)', 'time': 12, 'use': 'Dry Hop', 'form': 'Pellet', 'alpha': 0.139, 'generic': True}, 9: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Citra (US)', 'time': 12, 'use': 'Dry Hop', 'form': 'Pellet', 'alpha': 0.139, 'generic': True}, 10: {'amount': 0.25, 'amount_unit': 'oz', 'name': 'Citra (US)', 'time': 5, 'use': 'Dry Hop', 'form': 'Pellet', 'alpha': 0.139, 'generic': True}, 11: {'amount': 0.25, 'amount_unit': 'oz', 'name': 'Columbus (US)', 'time': 5, 'use': 'Dry Hop', 'form': 'Pellet', 'alpha': 0.139, 'generic': True}, 12: {'amount': 0.25, 'amount_unit': 'oz', 'name': 'Centennial (US)', 'time': 5, 'use': 'Dry Hop', 'form': 'Pellet', 'alpha': 0.08, 'generic': True}}",http://www.brewtoad.com/recipes/pliny-the-elder-competition-versi,0,Pliny the Elder (Competition Version),Imperial IPA,7.0,gal,"{0: {'name': 'California Ale Yeast', 'yeast_lab': 'White Labs WLP001', 'yeast_attenuation': 0.76}}"
349,0.05,1.012,30,1.05,52,60,min,"{0: {'amount': 1.0, 'amount_unit': 'tsp', 'name': 'Irish Moss', 'time': '15.0\nmin', 'use': 'Boil', 'generic': True}}","{0: {'amount': 6.0, 'amount_unit': 'lb', 'name': '2-Row (US)', 'maltster': 'Rahr', 'use': 'Mash', 'PPG': 38, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 1.25, 'amount_unit': 'lb', 'name': 'Caramel/Crystal 120L (US)', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 32, 'color': 120, 'color_unit': '°L', 'generic': True}, 2: {'amount': 0.87, 'amount_unit': 'lb', 'name': 'Flaked Oats', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 3: {'amount': 0.62, 'amount_unit': 'lb', 'name': 'Black Malt', 'maltster': 'Any', 'use': 'Mash', 'PPG': 27, 'color': 550, 'color_unit': '°L', 'generic': False}, 4: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Carapils (Dextrine Malt) (US)', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 0, 'color_unit': '°L', 'generic': True}, 5: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Chocolate Rye Malt', 'maltster': 'Any', 'use': 'Mash', 'PPG': 31, 'color': 250, 'color_unit': '°L', 'generic': False}, 6: {'amount': 0.31, 'amount_unit': 'lb', 'name': 'Carafa Special III', 'maltster': 'Any', 'use': 'Mash', 'PPG': 30, 'color': 525, 'color_unit': '°L', 'generic': False}, 7: {'amount': 0.31, 'amount_unit': 'lb', 'name': 'Roasted Barley', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 500, 'color_unit': '°L', 'generic': False}}","{0: {'amount': 0.63, 'amount_unit': 'oz', 'name': 'Magnum (DE)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.131, 'generic': True}, 1: {'amount': 0.04, 'amount_unit': 'oz', 'name': 'Chinook (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13, 'generic': True}}",http://www.brewtoad.com/recipes/batch-23-vintage-hills-oatmeal-st,0,Batch 23 - Vintage Hills Oatmeal Stout,Oatmeal Stout,5.31,gal,"{0: {'name': 'Nottingham Ale Yeast', 'yeast_lab': 'White Labs WLP039', 'yeast_attenuation': 0.76}}"
350,0.055,1.013,20,1.055,3,60,min,"{0: {'amount': 8.0, 'amount_unit': 'oz', 'name': 'Honey, Orange Blossum', 'time': '60.0\nmin', 'use': 'Boil', 'generic': True}, 1: {'amount': 4.0, 'amount_unit': 'each', 'name': 'Blood Orange Zest', 'time': '15.0\nmin', 'use': 'Boil', 'generic': True}}","{0: {'amount': 5.0, 'amount_unit': 'lb', 'name': '2-Row Brewers Malt', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': False}, 1: {'amount': 5.0, 'amount_unit': 'lb', 'name': 'Wheat (US)', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 39, 'color': 2, 'color_unit': '°L', 'generic': True}, 2: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Orange Blossom Honey', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 3, 'color_unit': '°L', 'generic': False}}","{0: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Amarillo (US)', 'time': 60, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.10800000000000001, 'generic': True}, 1: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Amarillo (US)', 'time': 5, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.10800000000000001, 'generic': True}}",http://www.brewtoad.com/recipes/the-reaper-american-wheat,0,"""The Reaper"" American Wheat",Weizen/Weissbier,5.5,gal,"{0: {'name': 'American Wheat', 'yeast_lab': 'Wyeast 1010', 'yeast_attenuation': 0.76}}"
351,0.076,1.019,61,1.077,14,60,min,0,"{0: {'amount': 13.0, 'amount_unit': 'lb', 'name': '2-Row Brewers Malt', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': False}, 1: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Caramel/Crystal 120L (US)', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 32, 'color': 120, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'Northern Brewer (DE)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.085, 'generic': True}, 1: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Liberty (US)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.04, 'generic': True}, 2: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Cascade (NZ)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.055, 'generic': True}, 3: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Cascade (NZ)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.055, 'generic': True}, 4: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Liberty (US)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.04, 'generic': True}, 5: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Cascade (NZ)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.055, 'generic': True}}",http://www.brewtoad.com/recipes/ipa-158,0,IPA,American IPA,5.0,gal,"{0: {'name': 'American Ale II', 'yeast_lab': 'Wyeast 1272', 'yeast_attenuation': 0.75}}"
352,0.054000000000000006,1.02,78,1.061,7,60,min,"{0: {'amount': 3.0, 'amount_unit': 'tsp', 'name': 'Yeast Nutrient (Wyeast)', 'time': '15.0\nmin', 'use': 'Boil', 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'tsp', 'name': 'Irish Moss', 'time': '15.0\nmin', 'use': 'Boil', 'generic': True}}","{0: {'amount': 10.0, 'amount_unit': 'lb', 'name': 'Rahr Pale Ale', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 3, 'color_unit': '°L', 'generic': False}, 1: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Caramel/Crystal 40L (US)', 'maltster': 'Briess', 'use': 'Mash', 'PPG': 34, 'color': 40, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Amarillo (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.09300000000000001, 'generic': True}, 1: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Columbus (US)', 'time': 45, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.139, 'generic': True}, 2: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Chinook (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13, 'generic': True}, 3: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Columbus (US)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.139, 'generic': True}, 4: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Cascade (NZ)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.064, 'generic': True}, 5: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Cascade (NZ)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.055, 'generic': True}, 6: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Amarillo (US)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.09300000000000001, 'generic': True}, 7: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Cascade (NZ)', 'time': 1, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.055, 'generic': True}, 8: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Cascade (NZ)', 'time': 1, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.064, 'generic': True}, 9: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Cascade (NZ)', 'time': 7, 'use': 'Dry Hop', 'form': 'Pellet', 'alpha': 0.064, 'generic': True}}",http://www.brewtoad.com/recipes/extra-pale-ale-1-1,0,Extra Pale Ale #1,American IPA,5.0,gal,"{0: {'name': 'Pacific Ale Yeast', 'yeast_lab': 'White Labs WLP041', 'yeast_attenuation': 0.68}}"
