,ABV,FG,IBU,OG,SRM,boil_time,boil_time_units,extras,fermentables,hops,link,meets_guidelines,name,style,volume,volume_units,yeast
130,0.049,1.012,27,1.05,26,60,min,0,"{0: {'amount': 165.0, 'amount_unit': 'lb', 'name': 'Pilsner (BE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 150.0, 'amount_unit': 'lb', 'name': 'Munich (BE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 6, 'color_unit': '°L', 'generic': True}, 2: {'amount': 10.0, 'amount_unit': 'lb', 'name': 'Chocolate (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 29, 'color': 350, 'color_unit': '°L', 'generic': True}, 3: {'amount': 10.0, 'amount_unit': 'lb', 'name': 'Black Barley (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 27, 'color': 530, 'color_unit': '°L', 'generic': True}, 4: {'amount': 10.0, 'amount_unit': 'lb', 'name': 'Carafa II (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 32, 'color': 425, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 48.0, 'amount_unit': 'oz', 'name': 'Hallertau (DE)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.045, 'generic': True}, 1: {'amount': 48.0, 'amount_unit': 'oz', 'name': 'Hallertau (DE)', 'time': 20, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.045, 'generic': True}, 2: {'amount': 36.0, 'amount_unit': 'oz', 'name': 'Hallertau (DE)', 'time': 1, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.045, 'generic': True}}",http://www.brewtoad.com/recipes/bk-lager-cd624e,1,BK Lager,Schwarzbier (Black Beer),217.0,gal,"{0: {'name': 'Bohemian Lager', 'yeast_lab': 'Wyeast 2124', 'yeast_attenuation': 0.75}}"
131,0.055999999999999994,1.013,34,1.056,5,90,min,0,"{0: {'amount': 11.0, 'amount_unit': 'lb', 'name': '2-Row (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 0.75, 'amount_unit': 'lb', 'name': 'Crystal 40L (CA)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 40, 'color_unit': '°L', 'generic': True}, 2: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Carapils (DE)', 'maltster': 'Any', 'use': 'Boil', 'PPG': 35, 'color': 1, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Citra (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13699999999999998, 'generic': True}, 1: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Cascade (US)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.07, 'generic': True}, 2: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Citra (US)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13699999999999998, 'generic': True}, 3: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Citra (US)', 'time': 0, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13699999999999998, 'generic': True}, 4: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Cascade (US)', 'time': 0, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.07, 'generic': True}, 5: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Cascade (US)', 'time': 7, 'use': 'Dry Hop', 'form': 'Pellet', 'alpha': 0.07, 'generic': True}, 6: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Citra (US)', 'time': 7, 'use': 'Dry Hop', 'form': 'Pellet', 'alpha': 0.13699999999999998, 'generic': True}}",http://www.brewtoad.com/recipes/billy-s-citra-pale-ale,1,Billy's Citra Pale Ale,American Pale Ale,6.0,gal,"{0: {'name': 'California Ale Yeast', 'yeast_lab': 'White Labs WLP001', 'yeast_attenuation': 0.765}}"
132,0.045,1.012,37,1.046,9,60,min,0,"{0: {'amount': 7.0, 'amount_unit': 'lb', 'name': 'Pale 2-Row (UK)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 2, 'color_unit': '°L', 'generic': True}, 1: {'amount': 1.5, 'amount_unit': 'lb', 'name': '2-Row (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 2: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Crystal 60L (UK)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 60, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Northern Brewer (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.09, 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Fuggle (UK)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.048, 'generic': True}, 2: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Fuggle (UK)', 'time': 0, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.048, 'generic': True}}",http://www.brewtoad.com/recipes/sbb-78e81e,1,SBB,Special/Best/Premium Bitter,5.0,gal,"{0: {'name': 'Belgian Abbey II', 'yeast_lab': 'Wyeast 1762', 'yeast_attenuation': 0.75}}"
133,0.068,1.016,61,1.068,9,60,min,0,"{0: {'amount': 9.0, 'amount_unit': 'lb', 'name': '2-Row (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 3.0, 'amount_unit': 'lb', 'name': 'Rye (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 3, 'color_unit': '°L', 'generic': True}, 2: {'amount': 1.25, 'amount_unit': 'lb', 'name': 'Munich Light (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 8, 'color_unit': '°L', 'generic': True}, 3: {'amount': 0.88, 'amount_unit': 'lb', 'name': 'Caramel/Crystal 60L (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 60, 'color_unit': '°L', 'generic': True}, 4: {'amount': 0.7, 'amount_unit': 'lb', 'name': 'White Wheat  (US)', 'maltster': 'Any', 'use': 'Boil', 'PPG': 40, 'color': 2, 'color_unit': '°L', 'generic': True}, 5: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Carapils (DE)', 'maltster': 'Any', 'use': 'Boil', 'PPG': 35, 'color': 1, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Columbus (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.15, 'generic': True}, 1: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Amarillo (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.09300000000000001, 'generic': True}, 2: {'amount': 1.5, 'amount_unit': 'oz', 'name': 'Amarillo (US)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.09300000000000001, 'generic': True}, 3: {'amount': 1.5, 'amount_unit': 'oz', 'name': 'Willamette (US)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.05, 'generic': True}, 4: {'amount': 1.5, 'amount_unit': 'oz', 'name': 'Amarillo (US)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.09300000000000001, 'generic': True}, 5: {'amount': 1.5, 'amount_unit': 'oz', 'name': 'Willamette (US)', 'time': 0, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.05, 'generic': True}}",http://www.brewtoad.com/recipes/roaring-rye-it,1,Roaring Rye'it,American IPA,6.0,gal,"{0: {'name': 'California Ale Yeast', 'yeast_lab': 'White Labs WLP001', 'yeast_attenuation': 0.765}}"
134,0.065,1.017,67,1.066,8,60,min,0,"{0: {'amount': 11.5, 'amount_unit': 'lb', 'name': 'Maris Otter Pale (UK)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 3, 'color_unit': '°L', 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Munich - Light 10L (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 33, 'color': 10, 'color_unit': '°L', 'generic': True}, 2: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Caramel/Crystal 40L (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 40, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 1.5, 'amount_unit': 'oz', 'name': 'Citra (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13699999999999998, 'generic': True}, 1: {'amount': 0.25, 'amount_unit': 'oz', 'name': 'Cascade (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.07, 'generic': True}, 2: {'amount': 0.75, 'amount_unit': 'oz', 'name': 'Cascade (US)', 'time': 3, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.07, 'generic': True}, 3: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Citra (US)', 'time': 3, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13699999999999998, 'generic': True}}",http://www.brewtoad.com/recipes/cirtur-rising,1,Cirtur Rising,American IPA,5.5,gal,"{0: {'name': 'American Ale', 'yeast_lab': 'Wyeast 1056', 'yeast_attenuation': 0.75}}"
135,0.048,1.012,35,1.048,3,60,min,0,"{0: {'amount': 6.0, 'amount_unit': 'lb', 'name': 'Bohemian Pilsner (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 2.5, 'amount_unit': 'lb', 'name': 'Munich (BE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 6, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Tettnanger (DE)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.045, 'generic': True}, 1: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Tettnanger (DE)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.045, 'generic': True}, 2: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Tettnanger (DE)', 'time': 20, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.045, 'generic': True}, 3: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Cluster (US)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.07, 'generic': True}, 4: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Cluster (US)', 'time': 5, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.07, 'generic': True}, 5: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Cluster (US)', 'time': 5, 'use': 'Dry Hop', 'form': 'Pellet', 'alpha': 0.07, 'generic': True}}",http://www.brewtoad.com/recipes/pilsner-test-c86704,1,Pilsner Test,German Pilsner (Pils),5.0,gal,"{0: {'name': 'Bohemian Lager', 'yeast_lab': 'Wyeast 2124', 'yeast_attenuation': 0.75}}"
136,0.049,1.013,34,1.051,13,60,min,0,"{0: {'amount': 9.0, 'amount_unit': 'lb', 'name': '2-Row (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Aromatic (BE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 33, 'color_unit': '°L', 'generic': True}, 2: {'amount': 8.0, 'amount_unit': 'oz', 'name': 'Caramel/Crystal 40L (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 40, 'color_unit': '°L', 'generic': True}, 3: {'amount': 8.0, 'amount_unit': 'oz', 'name': 'Caramel/Crystal 120L (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 33, 'color': 120, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Cascade (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.055, 'generic': True}, 1: {'amount': 0.25, 'amount_unit': 'oz', 'name': 'Mosaic™ (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.125, 'generic': True}, 2: {'amount': 0.25, 'amount_unit': 'oz', 'name': 'Mosaic™ (US)', 'time': 20, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.125, 'generic': True}, 3: {'amount': 0.25, 'amount_unit': 'oz', 'name': 'Mosaic™ (US)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.125, 'generic': True}, 4: {'amount': 0.25, 'amount_unit': 'oz', 'name': 'Cascade (US)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.055, 'generic': True}, 5: {'amount': 0.25, 'amount_unit': 'oz', 'name': 'Mosaic™ (US)', 'time': 0, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.125, 'generic': True}, 6: {'amount': 0.25, 'amount_unit': 'oz', 'name': 'Cascade (US)', 'time': 0, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.055, 'generic': True}}",http://www.brewtoad.com/recipes/amber-ale-2-045154,1,Amber Ale 2,American Amber Ale,5.0,gal,"{0: {'name': 'American Ale II', 'yeast_lab': 'Wyeast 1272', 'yeast_attenuation': 0.74}}"
137,0.066,1.013,65,1.063,6,60,min,"{0: {'amount': 2.0, 'amount_unit': 'g', 'name': 'Sansho Pepper', 'time': '5.0\nmin', 'use': 'Boil', 'generic': False}, 1: {'amount': 5.0, 'amount_unit': 'g', 'name': 'Irish Moss', 'time': '15.0\nmin', 'use': 'Boil', 'generic': True}}","{0: {'amount': 5.0, 'amount_unit': 'kg', 'name': 'Pale Ale (BE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 3, 'color_unit': '°L', 'generic': True}, 1: {'amount': 0.75, 'amount_unit': 'kg', 'name': 'Wheat (BE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 1, 'color_unit': '°L', 'generic': True}, 2: {'amount': 0.6, 'amount_unit': 'kg', 'name': 'Flaked Rice', 'maltster': 'Any', 'use': 'Mash', 'PPG': 40, 'color': 0, 'color_unit': '°L', 'generic': True}, 3: {'amount': 0.3, 'amount_unit': 'kg', 'name': 'CaraHell (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 11, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 35.0, 'amount_unit': 'g', 'name': 'Sorachi Ace (JP)', 'time': 60, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.114, 'generic': True}, 1: {'amount': 20.0, 'amount_unit': 'g', 'name': 'Sorachi Ace (JP)', 'time': 30, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.114, 'generic': True}, 2: {'amount': 45.0, 'amount_unit': 'g', 'name': 'Sorachi Ace (JP)', 'time': 5, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.114, 'generic': True}, 3: {'amount': 50.0, 'amount_unit': 'g', 'name': 'Sorachi Ace (JP)', 'time': 7, 'use': 'Dry Hop', 'form': 'Leaf', 'alpha': 0.114, 'generic': True}}",http://www.brewtoad.com/recipes/samurai-4,1,Samurai #4,American IPA,20.0,L,"{0: {'name': '50.0\n\ng', 'yeast_lab': 'Wyeast', 'yeast_attenuation': 0.8}}"
138,0.051,1.01,15,1.049,3,60,min,"{0: {'amount': 0.25, 'amount_unit': 'oz', 'name': 'Sweet Orange Peel', 'time': '10.0\nmin', 'use': 'Boil', 'generic': True}, 1: {'amount': 0.25, 'amount_unit': 'oz', 'name': 'Bitter Orange Peel', 'time': '10.0\nmin', 'use': 'Boil', 'generic': True}, 2: {'amount': 0.21, 'amount_unit': 'oz', 'name': 'Coriander Seed', 'time': '10.0\nmin', 'use': 'Boil', 'generic': True}}","{0: {'amount': 6.0, 'amount_unit': 'lb', 'name': 'Pilsner (BE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 4.0, 'amount_unit': 'lb', 'name': 'Flaked Wheat', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 2, 'color_unit': '°L', 'generic': True}, 2: {'amount': 2.0, 'amount_unit': 'lb', 'name': 'Flaked Rye', 'maltster': 'Any', 'use': 'Mash', 'PPG': 36, 'color': 2, 'color_unit': '°L', 'generic': True}, 3: {'amount': 2.0, 'amount_unit': 'lb', 'name': 'Rye (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 3, 'color_unit': '°L', 'generic': True}, 4: {'amount': 2.0, 'amount_unit': 'lb', 'name': 'Red Wheat (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 2, 'color_unit': '°L', 'generic': True}, 5: {'amount': 2.0, 'amount_unit': 'lb', 'name': 'Flaked Oats', 'maltster': 'Any', 'use': 'Mash', 'PPG': 33, 'color': 2, 'color_unit': '°L', 'generic': True}, 6: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Rice Hulls', 'maltster': 'Any', 'use': 'Mash', 'PPG': 0, 'color': 0, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Sorachi Ace (JP)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.114, 'generic': True}, 1: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Sorachi Ace (JP)', 'time': 15, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.114, 'generic': True}}",http://www.brewtoad.com/recipes/cloud-cover-clone,1,Cloud Cover Clone,Witbier,10.0,gal,"{0: {'name': 'French Saison', 'yeast_lab': 'Wyeast 3711', 'yeast_attenuation': 0.8}}"
139,0.045,1.013,44,1.047,2,60,min,0,"{0: {'amount': 8.0, 'amount_unit': 'lb', 'name': 'Pilsner (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 1: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Carapils (Dextrine Malt) (US)', 'maltster': 'Any', 'use': 'Boil', 'PPG': 33, 'color': 1, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Hallertau (US)', 'time': 60, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.035, 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Perle (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.08900000000000001, 'generic': True}}",http://www.brewtoad.com/recipes/bitburger-4e4c95,1,Bitburger,German Pilsner (Pils),5.0,gal,"{0: {'name': 'Pilsen Lager', 'yeast_lab': 'Wyeast 2007', 'yeast_attenuation': 0.73}}"
140,0.051,1.013,8,1.052,3,60,min,0,"{0: {'amount': 4.96, 'amount_unit': 'lb', 'name': 'Pale Wheat (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 39, 'color': 2, 'color_unit': '°L', 'generic': True}, 1: {'amount': 4.41, 'amount_unit': 'lb', 'name': 'Pilsner (US)', 'maltster': 'Rahr', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 2: {'amount': 0.66, 'amount_unit': 'lb', 'name': 'Carapils (Dextrine Malt) (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 33, 'color': 4, 'color_unit': '°L', 'generic': True}, 3: {'amount': 0.44, 'amount_unit': 'lb', 'name': 'Acidulated Malt (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 33, 'color': 2, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 0.71, 'amount_unit': 'oz', 'name': 'Bullion (DE)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.035, 'generic': True}}",http://www.brewtoad.com/recipes/pszenica1,1,pszenica1,Weizen/Weissbier,5.3,gal,"{0: {'name': 'Fermentis WB-06 Dry Wheat Beer Yeast', 'yeast_lab': '', 'yeast_attenuation': 0.75}}"
141,0.047,1.012,27,1.047,5,60,min,0,"{0: {'amount': 1.2, 'amount_unit': 'kg', 'name': 'Pale Ale (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 39, 'color': 2, 'color_unit': '°L', 'generic': True}, 1: {'amount': 0.6, 'amount_unit': 'kg', 'name': 'Munich Light (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 6, 'color_unit': '°L', 'generic': True}, 2: {'amount': 0.2, 'amount_unit': 'kg', 'name': 'CaraHell (DE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 11, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 15.0, 'amount_unit': 'g', 'name': 'Fuggle (UK)', 'time': 60, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.048, 'generic': True}, 1: {'amount': 60.0, 'amount_unit': 'g', 'name': 'Tettnanger (DE)', 'time': 5, 'use': 'Boil', 'form': 'Leaf', 'alpha': 0.045, 'generic': True}, 2: {'amount': 30.0, 'amount_unit': 'g', 'name': 'Tettnanger (DE)', 'time': 7, 'use': 'Dry Hop', 'form': 'Leaf', 'alpha': 0.045, 'generic': True}}",http://www.brewtoad.com/recipes/mbc-continental-bitter,1,MBC Continental Bitter,Special/Best/Premium Bitter,10.0,L,"{0: {'name': 'Safale S-04', 'yeast_lab': 'Fermentis S-04', 'yeast_attenuation': 0.75}}"
142,0.051,1.017,30,1.056,36,60,min,"{0: {'amount': 5.0, 'amount_unit': 'tbs', 'name': 'Cocoa Powder', 'time': '45.0\nmin', 'use': 'Boil', 'generic': True}}","{0: {'amount': 7.0, 'amount_unit': 'lb', 'name': 'Maris Otter Pale (UK)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 3, 'color_unit': '°L', 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'lb', 'name': 'Lactose (Milk Sugar)', 'maltster': 'Any', 'use': 'Boil', 'PPG': 41, 'color': 1, 'color_unit': '°L', 'generic': True}, 2: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Carapils (DE)', 'maltster': 'Any', 'use': 'Boil', 'PPG': 35, 'color': 1, 'color_unit': '°L', 'generic': True}, 3: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Chocolate (UK)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 425, 'color_unit': '°L', 'generic': True}, 4: {'amount': 0.5, 'amount_unit': 'lb', 'name': 'Roasted Barley (BE)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 30, 'color': 575, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 1.5, 'amount_unit': 'oz', 'name': 'Fuggle (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.048, 'generic': True}, 1: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Fuggle (US)', 'time': 30, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.048, 'generic': True}}",http://www.brewtoad.com/recipes/sweet-chocolate-milk-stout,1,Sweet Chocolate Milk Stout,Sweet Stout,5.0,gal,"{0: {'name': 'Safbrew S-33', 'yeast_lab': 'Fermentis S-33', 'yeast_attenuation': 0.7}}"
143,0.051,1.016,18,1.055,19,90,min,0,"{0: {'amount': 5.5, 'amount_unit': 'lb', 'name': 'Dark Munich (DE)', 'maltster': 'Weyermann®', 'use': 'Mash', 'PPG': 37, 'color': 8, 'color_unit': '°L', 'generic': True}, 1: {'amount': 4.5, 'amount_unit': 'lb', 'name': 'Pilsner (DE)', 'maltster': 'Weyermann®', 'use': 'Mash', 'PPG': 37, 'color': 1, 'color_unit': '°L', 'generic': True}, 2: {'amount': 0.3, 'amount_unit': 'lb', 'name': 'CaraAroma (DE)', 'maltster': 'Weyermann®', 'use': 'Mash', 'PPG': 34, 'color': 150, 'color_unit': '°L', 'generic': True}, 3: {'amount': 0.2, 'amount_unit': 'lb', 'name': 'Carafa III (DE)', 'maltster': 'Weyermann®', 'use': 'Mash', 'PPG': 32, 'color': 525, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 0.25, 'amount_unit': 'oz', 'name': 'Tettnanger (DE)', 'time': 90, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.05, 'generic': True}, 1: {'amount': 0.75, 'amount_unit': 'oz', 'name': 'Tettnanger (DE)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.05, 'generic': True}}",http://www.brewtoad.com/recipes/chuckanut-dunkel,1,Chuckanut Dunkel,Munich Dunkel,5.0,gal,"{0: {'name': 'Bavarian Lager', 'yeast_lab': 'Wyeast 2206', 'yeast_attenuation': 0.71}}"
144,0.057,1.007,49,1.05,4,60,min,0,"{0: {'amount': 10.0, 'amount_unit': 'lb', 'name': 'Pale Ale (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 37, 'color': 3, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Simcoe (US)', 'time': 60, 'use': 'First Wort', 'form': 'Pellet', 'alpha': 0.13, 'generic': True}, 1: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Simcoe (US)', 'time': 20, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13, 'generic': True}, 2: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Simcoe (US)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.13, 'generic': True}, 3: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Simcoe (US)', 'time': 4, 'use': 'Dry Hop', 'form': 'Pellet', 'alpha': 0.13, 'generic': True}, 4: {'amount': 0.5, 'amount_unit': 'oz', 'name': 'Simcoe (US)', 'time': 0, 'use': 'Whirlpool', 'form': 'Pellet', 'alpha': 0.13, 'generic': True}}",http://www.brewtoad.com/recipes/palesimcoe-smash,1,PaleSimcoe SMASH,Specialty Beer,5.5,gal,"{0: {'name': 'Safale US-05', 'yeast_lab': 'Fermentis US-05', 'yeast_attenuation': 0.855}}"
145,0.051,1.013,44,1.051,8,60,min,0,"{0: {'amount': 9.0, 'amount_unit': 'lb', 'name': 'Maris Otter Pale (UK)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 38, 'color': 3, 'color_unit': '°L', 'generic': True}, 1: {'amount': 10.0, 'amount_unit': 'oz', 'name': 'Caramel/Crystal 60L (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 60, 'color_unit': '°L', 'generic': True}, 2: {'amount': 6.0, 'amount_unit': 'oz', 'name': 'Victory (US)', 'maltster': 'Any', 'use': 'Mash', 'PPG': 34, 'color': 28, 'color_unit': '°L', 'generic': True}}","{0: {'amount': 2.0, 'amount_unit': 'oz', 'name': 'Willamette (US)', 'time': 60, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.05, 'generic': True}, 1: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Tettnanger (DE)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.045, 'generic': True}, 2: {'amount': 1.0, 'amount_unit': 'oz', 'name': 'Willamette (US)', 'time': 10, 'use': 'Boil', 'form': 'Pellet', 'alpha': 0.05, 'generic': True}}",http://www.brewtoad.com/recipes/red-hookish,1,Red Hookish,Extra Special/Strong Bitter (English Pale Ale),5.5,gal,"{0: {'name': 'British Ale', 'yeast_lab': ""Mangrove Jack's M07"", 'yeast_attenuation': 0.755}}"
